ClauseLikeUnit(CLU)-value,Region,D/H,Age,Gender,Negation,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,LitTransl-value,FreeTransl-value,Duration,N-function-value,N-manual-value,N-nonmanual-value,N-position-value,HeadNegationStudy-value,HS,CA-value,MouthGestF-value,Mouthing-value,MouthingNegation-value,RH-IDgloss-value,LH-IDgloss-value,Comments-value,regularity
MC01M18WHC_CLU#012,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(you) don't know?,Don't know?,680,Neg/response,Single,Present,other,HS,Present,NA,NA,don't know,Single,NA,KNOW-NOT,NA,Regular
MC01M18WHC_CLU#024,Manchester,hearing,18,M,Negated clause,Depend,NA,dependent,(but no) didn't (party),"We were supposed to have a party but changed the plan, postponed it and got a group, a few friends, together. ",590,Neg/response,Single,Present,other,HS,Present,NA,PRESSED-LIPS,NA,Absent,NOT,NOT,NA,Regular
MC01M18WHC_CLU#034,Manchester,hearing,18,M,Negated clause,Single,NA,NA,first pub/drinking (no) not good,The first pub wasn't good.,1950,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"first, pub, not, good",Single,"PT:LBUOY, DRINK, NOT, GOOD",LBUOY,NA,Regular
MC01M18WHC_CLU#035,Manchester,hearing,18,M,Negated clause,Single,NA,NA,second pub not good,The second pub wasn't good.,1910,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS1, NHS",Present,NA,NA,"second, pub, not, good",Single,"PT:LBUOY, DRINK, NOT, GOOD","LBUOY, LBUOY-TWO, LBUOY-THREE02",NA,Regular
MC01M18WHC_CLU#038,Manchester,hearing,18,M,Negated clause,Single,NA,NA,and (me) not-familiar who (they are),"I didn't know them, I didn't know any of them, but I started to make friends. ",1430,Neg/declarative,Single,Present,other,HS,Present,NA,PRESSED-LIPS,"and, me, who",Absent,"WHY/AND, PT:PRO1SG, UNFAMILIAR, WHO",WHY/AND,MattB: which is it? shouldn't this have a ? or be INDECIPHERABLE?,Regular
MC01M18WHC_CLU#040,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(me) not-know who they-are,"I didn't know them, I didn't know any of them, but I started to make friends. ",1020,Neg/declarative,Single,Present,other,"HS, NHS",Present,CA:SIGNER,PRESSED-LIPS,who,Absent,"UNFAMILIAR, WHO, PT:PRO3PL","UNFAMILIAR, WHO, PT:PRO3PL","JF: looks unmodified but now congruent because of preceding verb, KC:clarify number for present referents, usually based on form but here is clearly only based on meaning.",Regular
MC01M18WHC_CLU#048,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(me) not-know who (that) person ,I didn't recognise the person. ,1630,Neg/declarative,Single,Present,other,"HS, NHS",Present,CA:SIGNER,PRESSED-LIPS,"who, person",Absent,FBUOY,"UNFAMILIAR, WHO, PERSON","EM: this was marked as a question, but I think it's not a question.He uses who as a relative clause I think.  ",Regular
MC01M18WHC_CLU#066,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(me) feel not-remember not-place-her-face nothing,I looked and said I was sorry I couldn't remember him. ,1427,Neg/declarative,Multiple,Present,post-predicate (non-reprise & clause-final),HS,Present,CA:SIGNER,PRESSED-LIPS ,"feel, can't (re)member",Single,NA,"FEEL, REMEMBER, UNFAMILIAR, NOTHING",NA,Regular
MC01M18WHC_CLU#079,Manchester,hearing,18,M,Non-negated clause,Single,NA,NA,nah (me didn't throw up)/nah (it wasn't that bad),"No, but that was the best night I've had. ",410,Neg/response,Single,Present,other,HS,Present,NA,PRESSED-LIPS,NA,Absent,NO,NA,NA,Regular
MC01M18WHC_CLU#081,Manchester,hearing,18,M,Non-negated clause,Single,NA,NA,"(no not really, I don't know her)","No not really, I don't know her",880,NA,Absent,Present,None,HS,Present,NA,NA,not really,Single, G(NMS):NO,NA,"EM: I think we need to see examples together to understand this type of repair cases. The woman asks a question, he looks at her without providing any anwswer, which is trated by her as an understanding problem requested implicitly. So, she keeps holding the last sign (Y) waiting for confirmation, as he doesn't respond she repeats using mouthing this time to what he replies he doesn't know. I don't know if this is clear, but we can see a few of these examples together if you want. GH: bit confused about this one. Is it a question or a response? ",Regular
MC01M18WHC_CLU#087,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(no) never heard me/(I've) not heard (of it) me,Never heard of it. ,800,Neg/response,Single,Present,pre-predicate,HS,Present,NA,NA,"never, heard",Single,NA,"NEVER, HEAR, PT:PRO1SG",NA,Regular
MC01M18WHC_CLU#089,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(no me) never heard,Never heard.,560,Neg/response,Single,Present,pre-predicate,HS,Present,NA,NA,"never, heard",Single,NA,"NEVER, HEAR",NA,Regular
MC01M18WHC_CLU#093,Manchester,hearing,18,M,Negated clause,Embed,NA,NA,(can't) move paralysed,Feeling like you can't move. ,1070,Neg/declarative,Absent,Present,None,"HS, NHS",Present,CA:SIGNER,NA,can't move,Single,"MOVE, G:CA:PARALYSED",G:CA:PARALYSED,NA,Regular
MC01M18WHC_CLU#096,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(me) don't-know/know-nothing,Don't know - like your brain was empty! ,430,Neg/declarative,Single,Present,other,HS,Present,NA,NA,don't know,Single,KNOW-NOT,KNOW-NOT,NA,Irregular
MC01M18WHC_CLU#100,Manchester,hearing,18,M,Negated clause,Single,NA,NA,me won't do that,I won't do that.,910,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"I, won't, do, that",Single,"PT:PRO1SG, WILL-NOT, MAKE, PT:DET","WILL-NOT, MAKE",NA,Irregular
MC01M18WHC_CLU#104,Manchester,hearing,18,M,Negated clause,SharedCecho,NA,NA,(you) didn't throw-up?,You didn't throw up?,880,Neg/interrogative,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,NA,PRESSED-LIPS,NA,Absent,"THROW-UP, NOTHING",NA,"TJ agree negated clause because only one possible interpretation (and it's not about dry retching). EM: it also function as surprise. GH: cool, maybe we can add this to the social action CV for these cases? see below",Regular
MC01M18WHC_CLU#113,Manchester,hearing,18,M,Negated clause,EmbedEmbed,pre-container,NA,me never forget,"I'll never forget that when I was younger, I downed a shot of Aftershock in one go. ",760,Neg/declarative,Single,Present,pre-predicate,"HS, NHS",Present,NA,NA,"me, never, forget",Single,"PT:PRO1SG, NEVER, FORGET",NEVER,GH: NEVER here meaning 'won't',Regular
MC01M18WHC_CLU#117,Manchester,hearing,18,M,Negated clause,Single,NA,NA,me not-know what (it was),It was just there; I didn't know what it was so I drank it! ,1000,Neg/declarative,Single,Present,other,HS,Present,NA,NA,"me, don't know, what",Single,"PT:PRO1SG, KNOW-NOT, WHAT",NA,NA,Irregular
MC01M18WHC_CLU#133,Manchester,hearing,18,M,Negated clause,Depend?,NA,dependent,"but not like, not get-together much","We don't get together much, only at weekends.  ",2390,Neg/declarative,Multiple,Present,other,"NHS, HS",Present,NA,PRESSED-LIPS,"but, not so much",Single,"PT:LBUOY, PT:, NOTHING, SAME/TOGETHER02, MANY","LBUOY-TWO02, LBUOY-THREE02, SAME/TOGETHER02, MANY","MattB: interesting gesture, coming ""off the list"" = adversative but, mouthing but",Regular
MC01M18WHC_CLU#145,Manchester,hearing,18,M,Negated clause,Single,NA,NA,(for) me well we didn't-know,I didn't know.,1670,Neg/declarative,Single,Present,other,HS,Present,NA,PRESSED-LIPS,for,Absent,"PT:PRO1SG, PT:PRO3SG, PT:PRO1SG, KNOW-NOT",KNOW-NOT,NA,Irregular
MC02F22WDC_CLU#008,Manchester,deaf,22,F,Non-negated clause,SharedCecho,NA,NA,"(no, me don't know)",I don't know,1332,NA,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,NA,Absent,G(NMS):NO,NA,NA,Regular
MC02F22WDC_CLU#045,Manchester,deaf,22,F,Negated clause,Single,NA,NA,them-there (me) don't-know theirs what (they drink) me,"I bought my drink - I don't know what the others had, whatever. ",1910,Neg/declarative,Single,Present,other,NHS,Absent,NA,PRESSED-LIPS ,NA,Absent,"PT:PRO3PL, KNOW-NOT, PT:POSS3SG, WHAT, PT:PRO1SG","KNOW-NOT, WHAT",NA,Irregular
MC02F22WDC_CLU#047,Manchester,deaf,22,F,Negated clause,Single,NA,NA,not-bad drink not-bad,"It wasn't a bad drink, not bad. ",1870,Neg/declarative,Multiple,Present,reprise (clause-final),HS,Present,NA,NA,"not bad, drink, not bad",Multiple,"BAD-NOT, DRINK, BAD-NOT","BAD-NOT, BAD-NOT",NA,?
MC02F22WDC_CLU#073,Manchester,deaf,22,F,Negated clause,Single,NA,NA,pub you (don't know it)?,You don't know it? ,1670,Neg/response,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,pub,Absent,"PUB02, PT:DET",PUB02,"EM: These multiple questions haven't been identified. They are dealing with understanding problems. , TJ checked negation but note this is an example of PT+HS only (as for hearing speakers)",Regular
MC02F22WDC_CLU#085,Manchester,deaf,22,F,Negated clause,EmbedEmbed,contained+pre-container,NA,me not need,I told her she didn't need to look after me because I was perfectly capable! ,750,Neg/declarative,Single,Present,pre-predicate,HS,Present,CD:SIGNER,NA,"me, don't/not, need",Single,"PT:PRO1SG, NOT, WANT",NOT,NA,Regular
MC02F22WDC_CLU#089,Manchester,deaf,22,F,Non-negated clause,Embed,contained,NA,no!,"She said, ""No, I want to check to make sure you're alright; I don't want anything to happen."" ",270,NA,Absent,Present,None,HS,Present,CD:SIGNER'S-FRIEND-LUCY,NA,no,Single,PT:,NA,NA,Regular
MC02F22WDC_CLU#092,Manchester,deaf,22,F,Negated clause,Single,NA,NA,"(me) don't-want anything-to-happen (to you)!/""(me) don't-know (what might) happen""","She said, ""No, I want to check to make sure you're alright; I don't want anything to happen."" ",1190,Neg/declarative,Single,Absent,None,NHS,Absent,CD:SIGNER'S-FRIEND-LUCY,NA,"don't want, happen",Single,"WANT, HAPPEN, G:WELL","HAPPEN, G:WELL",NA,Regular
MC02F22WDC_CLU#126,Manchester,deaf,22,F,Non-negated clause,Embed,contained,NA,no come-on,"I really just wanted to stay, but she said no. ",350,NA,Single,Present,other,"HS1, NHS",Present,CD:SIGNER'S-FRIEND-LUCY,NA,"no, come on",Single,"REFUSE, FROM-TO",NA,NA,Regular
MC02F22WDC_CLU#143,Manchester,deaf,22,F,Negated clause,Single,NA,NA,(we) didn't talk/no talking,We didn't talk at all. ,710,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,CA:SIGNER-AND-FRIEND,NA,"nothing, talk",Single,"NOTHING, TALK","NOTHING, TALK",NA,Regular
MC02F22WDC_CLU#164,Manchester,deaf,22,F,Negated clause,Single,NA,NA,me didn't throw-up me didn't throw-up/throw-up-nothing me-throw-up nothing,I didn't throw up at all. ,2240,Neg/reprise,Multiple,Present,reprise (clause-final),HS,Present,NA,"PRESSED-LIPS, PRESSED-LIPS",NA,Absent,"THROW-UP, NOTHING, PT:PRO1SG, THROW-UP, NOTHING","NOTHING, NOTHING",NA,Regular
MC09M68WHC_CLU#006,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,no (we travel by) open-air bus,"No, I travelled up on an open air bus, which was great. ",390,NA,Single,Present,other,HS,Present,NA,NA,no,Single,NO,NA,NA,Regular
MC09M68WHC_CLU#011,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,no Barcelona football stadium,"No, the popular football stadium in Barcelona. ",635,NA,Single,Present,other,HS,Present,NA,NA,no,Single,NO,NA,NA,Regular
MC09M68WHC_CLU#017,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,no (me went to) Barcelona me,I went to Barcelona. ,1310,NA,Absent,Present,None,"HS, NHS",Present,NA,NA,"no, barcelona, barcelona-prog",Single,"PT:PRO1SG, FS:B-INDECIPHERABLE, PT:PRO1SG",FS:B-INDECIPHERABLE,"SS:I believe it BENIDORM HP: Translations have Barcelona not Benidorm, & this fits the context. In any case, this is a proper noun GH: Agree signer means Barcelona not Benidorm, possibly clarification strategy or reverting to British way of signing Barcelona",Regular
MC09M68WHC_CLU#026,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,(oh) no problem (taking bus),"Oh, it was no problem.",614,NA,Single,Present,other,HS,Present,NA,PRESSED-LIPS,problem,Absent,"NOTHING, HARD","NOTHING, HARD","HP:not sure if this is a NP, maybe because it is an abstract concept 'no problem'.",Regular
MC09M68WHC_CLU#050,Manchester,hearing,68,M,Negated clause,Single,NA,NA,(not) too hot (no),"It was beautifully sunny, but not too hot and it didn't rain at all, so we could stroll around happily. ",752,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,PRESSED-LIPS,"too, hot",Absent,"FS:T-TOO, HOT, G(NMS):NO",FS:T-TOO,NA,Regular
MC09M68WHC_CLU#053,Manchester,hearing,68,M,Negated clause,Single,NA,NA,rain (or) dull (sky)? nothing (it was not raining or dull sky),"It was beautifully sunny, but not too hot and it didn't rain at all, so we could stroll around happily. ",1671,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS1",Present,NA,PRESSED-LIPS,"rain, dull",Absent,"FS:D-DULL(FALSE-START), RAIN, FS:DULL, NOTHING","FS:D-DULL(FALSE-START), RAIN, FS:DULL, NOTHING",MattB: not disjunction - negative scope,Regular
MC09M68WHC_CLU#058,Manchester,hearing,68,M,Negated clause,Depend?,NA,independent,women no (not allowed to join/not interested to join),"I'd like to go there again in the future, but only with men who are interested in history, not with women. ",723,Neg/imperative,Single,Present,other,"NHS, HS",Present,NA,PRESSED-LIPS,women,Absent,"GIRL, NOT/NO",NA,NA,Regular
MC09M68WHC_CLU#110,Manchester,hearing,68,M,Negated clause,Single,NA,NA,you never there?,"Madrid was good, but the Deaf club - have you been there? ",753,Neg/interrogative,Single,Present,other,HS,Present,NA,NA,never,Single,"NEVER, PT:PRO2SG, PT:LOC/PT:PRO3SG",NA,NA,Regular
MC09M68WHC_CLU#135,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,draught no draught (available),"They didn't have anything on draught, so I asked for a bottle instead, which was really cheap, only 1 Euro! ",1475,NA,Single,Present,other,HS,Present,CA:SIGNER,NA,"draught, no, draught",Single,NOTHING,"PUB, NOTHING, PUB",NA,Regular
MC09M68WHC_CLU#147,Manchester,hearing,68,M,Non-negated clause,Single,NA,NA,"(me say) ""no!""","We signed differently - not incorrectly - they signed ""man"" by flattening the hand and pulling it away from the forehead, while we signed it by pulling away from the chin instead.  ",351,NA,Single,Present,other,HS,Present,CD:SIGNER,NA,no,Single,NA,NO,NA,Regular
MC09M68WHC_CLU#153,Manchester,hearing,68,M,Negated clause,Single,NA,NA,(and not) them/they (don't sign the same),"They signed ""woman"" by outlining a breast with a cupped hand, while we signed it by stroking a cheek with the index finger, and so on. ",264,Neg/declarative,Absent,Present,None,HS,Present,NA,ACTION:SMILING,NA,Absent,PT:PRO3SG,NA,"TJ checked negation, this is example of PT+HS as adversative meaning ""and not them""",Regular
MC10M69WHC_CLU#010,Manchester,hearing,69,M,Non-negated clause,Single,NA,NA,"you -- no, Benidorm up-there-to...","No, Benidorm to -",2157,NA,Absent,Present,None,"NHS, HS, NHS",Present,NA,NA,"you, benidorm, to",Absent,"G(NMS):NO, SN:BENIDORM, PT:LOC","PT:PRO2SG, SN:BENIDORM, PT:LOC","HP:This looks like PT:PRO2SG to me, and we have 'you' in the LitTransl. I have updated the LH-GramCls to reflect this but not changed the IDgloss SG: I agree, I've updated this in IDgloss, HP:Proper noun",Regular
MC10M69WHC_CLU#013,Manchester,hearing,69,M,Non-negated clause,Single,NA,NA,(no) me different,"No, I went to Benidorm. ",919,NA,Absent,Present,None,HS,Present,NA,NA,"no, different",Single,"PT:PRO1SG, DIFFERENT",NA,NA,Regular
MC10M69WHC_CLU#042,Manchester,hearing,69,M,Negated clause?,Single,NA,NA,me (it was) not-bad,"We had a great time walking around and it didn't rain until we were due to drive home, so that wasn't too bad.  ",752,Neg/declarative,Single,Absent,other,NHS,Absent,NA,NA,(not b)ad,Single,"PT:PRO1SG, BAD-NOT",NA,NA,?
MC10M69WHC_CLU#054,Manchester,hearing,69,M,Negated clause,Single,NA,NA,me excited? not-at-all me,"I thought it was a poor game that wasn't very exciting to watch, although they won! ",1759,Neg/response,Single,Present,post-predicate (non-reprise),"NHS, HS",Present,NA,PRESSED-LIPS ,NA,Absent,"PT:PRO3SG, EXCITED, WITHOUT, PT:PRO1SG",EXCITED,NA,Regular
MC10M69WHC_CLU#059,Manchester,hearing,69,M,Negated clause,Depend?,NA,dependent,(but they) cannot pass-through cannot,I don't know how they scored five goals because they didn't score in the first half and didn't seem to be able to penetrate the defence. ,1105,Neg/imperative,Multiple,Present,reprise (clause-final),NHS,Absent,NA,NA,"can't, through, can't",Multiple,"CAN-NOT, GOAL02, CAN-NOT",DSEW(HORNS)-BE,NA,Irregular
MC10M69WHC_CLU#061,Manchester,hearing,69,M,Negated clause,Single,NA,NA,England (during) first half score not-hot (didn't score in first half),I don't know how they scored five goals because they didn't score in the first half and didn't seem to be able to penetrate the defence. ,1719,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,PRESSED-LIPS,"England, first, half",Absent,"ENGLAND, RANKING, HALF, GOAL02, HOT03","ENGLAND, HALF, GOAL02",SS: 'HOT' as in that was hot shot,Regular
MC10M69WHC_CLU#062,Manchester,hearing,69,M,Negated clause,Single,NA,NA,(England) do-attack nothing (they didn't attack at all),I don't know how they scored five goals because they didn't score in the first half and didn't seem to be able to penetrate the defence. ,1386,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,SYLL:THH,nothing,Single,"ATTACK02/DSEW(5-HORI)-MOVE, NOTHING",DSEW(HORN)-BE,JF: looks unmodified but now congruent because of preceding verb,Regular
MC10M69WHC_CLU#064,Manchester,hearing,69,M,Negated clause,Embed,post-container,NA,(me) not-know me,I don't know how they scored five goals because they didn't score in the first half and didn't seem to be able to penetrate the defence. ,548,Neg/response,Single,Present,other,NHS,Absent,NA,PRESSED-LIPS,NA,Absent,"KNOW-NOT, PT:PRO1SG",KNOW-NOT,NA,Irregular
MC10M69WHC_CLU#071,Manchester,hearing,69,M,Negated clause,Single,NA,NA,(there was) no damage nothing there no?,It wasn't damaged?,1925,Neg/interrogative,Multiple,Present,reprise (clause-final),HS,Present,NA,PRESSED-LIPS,"not, damage",Single,"NOTHING, DAMAGE, NOTHING, PT:LOC, NOTHING",DAMAGE,AW:Orginally glossed as PASS-BY,Regular
MC10M69WHC_CLU#073,Manchester,hearing,69,M,Non-negated clause,Single,NA,NA,"but how? they (have) no darts, or snooker, or swimming nothing","But they didn't have any darts, snooker or dominoes... oh, they did have table tennis. ",3987,NA,Multiple,Present,other,"NHS, HS?",Present,NA,NA,"no, dart, snooker, swim pool, no",Multiple,"NOTHING, PT:PRO3SG, DARTS, PLUS, SNOOKER, SWIM, NOTHING","PT:PRO3PL, PLUS, SNOOKER, SWIM, NOTHING",MattB: conj because neg scope,Regular
MC10M69WHC_CLU#082,Manchester,hearing,69,M,Non-negated clause,Single,NA,NA,"no tables, very-few","It was a strange pub with hardly any tables, only one or two little ones. ",1904,NA,Single,Present,other,"HS, NHS, HS",Present,NA,PRESSED-LIPS,"no, table",Single,"NOTHING, DESK","DESK, RARE",NA,Regular
MC10M69WHC_CLU#086,Manchester,hearing,69,M,Negated clause,Single,NA,NA,me-holding-drink me holding-drink me (can't sign with two hands),We had to stick our drinks under our arms so that we could sign! ,1505,Neg/declarative,Absent,Present,None,HS1,Present,CA:SIGNER,PRESSED-LIPS,can't,Single,"G:CA:HOLD-DRINK/DSH(SPHERE)-BE, PT:PRO1SG, G:CA:HOLD-DRINK/DSH(SPHERE)-BE, PT:PRO1SG, G:CA:HOLD-DRINK/DSH(SPHERE)-BE",NA,NA,Regular
MC10M69WHC_CLU#105,Manchester,hearing,69,M,Negated clause,Embed,contained,NA,American fingerspelling (is) not-good,I told her I thought it looked bad and they shouldn't sign with one hand. ,1221,Neg/response,Single,Present,other,"NHS, HS",Present,CAD:SIGNER,NA,"spell, not good",Single,"AMERICA, G:CA:FINGERSPELL, NOT-GOOD",AMERICA,NA,?
MC10M69WHC_CLU#135,Manchester,hearing,69,M,Negated clause,EmbedDepend,contained,independent,"British sign not good look-at-you!/""British sign not-good!"" (while) pointing-at-MC10",The Americans said British people shouldn't sign like that because we got wet patches on our clothes. ,2469,Neg/response,Single,Present,post-predicate (non-reprise),"NHS, HS",Present,CD:ASL-SIGNERS,NA,"British, sign, not good",Single,"ENGLAND, SIGN, NOT-GOOD, PT:PRO3SG","ENGLAND, SIGN",NA,?
MC10M69WHC_CLU#137,Manchester,hearing,69,M,Negated clause,Single,NA,NA,(wet patch is) not good,The Americans said British people shouldn't sign like that because we got wet patches on our clothes. ,429,Neg/response,Single,Present,other,HS1,Present,CD:ASL-SIGNERS,NA,not good,Single,NOT-GOOD,NA,NA,?
MC21F67WHNC_CLU#061,Manchester,hearing,67,F,Negated clause,Single,NA,NA,"(it said) not over night (no) only, only...","When I read the Mr Muscle bottle, it said you weren't to leave it overnight. ",3670,Neg/declarative,Single,Present,other,HS,Present,NA,NA,"not, over, night, only",Single,"NO, COVER, NIGHT, ONLY, ONLY","NO, COVER, NIGHT, ONLY, ONLY",NA,Regular
MC21F67WHNC_CLU#145,Manchester,hearing,67,F,Negated clause ,Single,NA,NA,me never expect that television (no)/me never expect that (about) television (no),I didn't expect one about television though. ,2628,Neg/declarative,Single,Present,other,"NHS, HS",Present,NA,NA,"but, didn't?, television, no",Single,"PT:PRO1SG, PT:, NEVER/CLEAR, EXPECT/PT:POSS1SG, PT:DET, TELEVISION, G(NMS):NO","NEVER/CLEAR, TELEVISION",NA,Regular
MC21F67WHNC_CLU#150,Manchester,hearing,67,F,Negated clause?,Single?,NA,NA,(but) me cannot understand it,My sister (??) said she'd come over one day to spend more time on it. ,1272,Neg/declarative,Single,Present,pre-predicate,HS1,Present,NA,NA,"me, can't, (under)stand",Absent,"PT:PRO1SG, CAN-NOT, UNDERSTAND, FS:IT(T)","UNDERSTAND, FS:IT(T)","MB: I don't know where the sister in Free Translation comes from.  I think it may have been from mouthing, but it is not clear enough for me.  It may be that in this part, she actually is saying sister not cannot understand.  Very difficult to decipher. GH: I can't see ""sister"" on mouth or signing either. I think signer is saying ""but I can't...""",Irregular
MC21F67WHNC_CLU#152,Manchester,hearing,67,F,Non-negated clause,Single,NA,NA,last (time she) came (to me there was) not-much time,Because there wasn't much time last time she came.,2430,NA,Absent,Present,None,"NHS, HS, Nod",Present,NA,NA,"the last, time, not much, time",Single,"PT:LOC, FROM-TO, SOME, TIME","SOME, TIME",MattB: this could be FEW02,Regular
"MC21F67WHNC_CLU#155, MC21F67WHNC_CLU#156",Manchester,hearing,67,F,Negated clause ,EmbedEmbed,"pre-container, contained+pre-container",NA,"(I don't think) that, (we'll be) able (to)",She said she doesn't think the television's going to be able to pick up the video. ,2029,Neg/declarative,Absent,Present,None,HS,Present,"CD:SIGNER'S-SISTER, CD:SIGNER'S-SISTER",NA,"i don't think, we'll be able to",Single,"PT:DET/PT:PRO3SG, CAN",NA,"GH: Example of BSL utterance that is like a speech + co-speech gesture utterance for speakers. Further evidence for doing direct comparison, rather than concept of modality differences?",Irregular
MC22F67WHNC_CLU#001,Manchester,hearing,67,F,Negated clause,Single,NA,NA,me not-yet (packed for holiday),I haven't yet.,1000,Neg/response,Single,Present,other,NHS,Absent,NA,NA,"ooh, not yet",Single,"PT:PRO1SG, NOT-YET","PT:PRO1SG, NOT-YET",NA,Irregular
MC22F67WHNC_CLU#014,Manchester,hearing,67,F,Non-negated clause,Single,NA,NA,"well, no...(I'm fine)",I'm fine.,1720,NA,Single,Present,other,HS,Present,NA,PRESSED-LIPS,NA,Absent,NO,G:WELL,NA,Regular
MC22F67WHNC_CLU#073,Manchester,hearing,67,F,Non-negated clause,Single,NA,NA,me Oldham here (have) nothing!,You're lucky because there hasn't been one here in Oldham. ,1390,NA,Single,Absent,post-predicate (non-reprise),NHS,Absent,NA,PRESSED-LIPS,Oldham,Absent,"PT:PRO1SG, SN:OLDHAM(OLD^FS:H-HAM), PT:LOC, NOTHING","SN:OLDHAM(OLD^FS:H-HAM), NOTHING",NA,Regular
MC22F67WHNC_CLU#075,Manchester,hearing,67,F,Negated clause,Single,NA,NA,deaf (people) not-understand lot-of-them,Lots of Deaf people don't understand.,3080,Neg/declarative,Single,Present,other,HS,Present,NA,PRESSED-LIPS,"deaf, a lot",Absent,"ADD-TO-SIGNBANK(DEAF-AND-DUMBb), NOT-UNDERSTAND, MANY","NOT-UNDERSTAND, MANY",NA,?
MC22F67WHNC_CLU#076,Manchester,hearing,67,F,Negated clause,Single,NA,NA,me (I'm not!),I'm not!,920,Neg/response,Absent,Present,None,HS,Present,NA,NA,i'm not,Single,PT:PRO1SG,NA,NA,Regular
MC22F67WHNC_CLU#079,Manchester,hearing,67,F,Non-negated clause,Single,NA,NA,(but well I don't know...),But not the second bedroom. ,998,NA,Absent,Present,None,HS,Present,NA,NA,NA,Absent,G(NMS):NO,NA,TJ checked negation and not sure. Bedroom is theme.,Regular
MC22F67WHNC_CLU#092,Manchester,hearing,67,F,Negated clause,Depend?,NA,dependent,(but me) seen-it not-yet!,I want to try but I haven't seen it yet. ,3390,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"but I've seen it, yet",Absent,"LOOK02, NOT-YET","LOOK02, NOT-YET",AW: Might also be TRY hs anticpating LOOK,Irregular
MC22F67WHNC_CLU#093,Manchester,hearing,67,F,Negated clause,Single,NA,NA,well deaf (people) also not-understand,"Well, Deaf people don't understand either.",3320,Neg/declarative,Single,Present,other,"HS, NHS",Present,NA,PRESSED-LIPS,"well, deaf, same",Absent,"G:WELL, ADD-TO-SIGNBANK(DEAF-AND-DUMBb), SAME, NOT-UNDERSTAND","G:WELL, SAME, NOT-UNDERSTAND",NA,?
MC22F67WHNC_CLU#097,Manchester,hearing,67,F,Negated clause,Single,NA,NA,me (not) going me (no I'm not going),I'm not going.,1840,Neg/response,Absent,Present,None,HS,Present,NA,NA,"i'm not, going, no i'm not going",Multiple,"PT:PRO1SG, GO, PT:PRO1SG",NA,NA,Regular
MC22F67WHNC_CLU#098,Manchester,hearing,67,F,Negated clause,Single,NA,NA,me (not) going me no,"No, I'm not going.",1610,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),HS,Present,NA,NA,"me I'm, not going, no",Multiple,"PT:PRO1SG, GO, PT:PRO1SG, NO",NA,NA,Regular
MC22F67WHNC_CLU#104,Manchester,hearing,67,F,Negated clause,SharedCecho,NA,NA,"me (no, not going uphill)",Not me.,650,Neg/response,Absent,Present,None,HS,Present,NA,NA,me no,Single,PT:PRO1SG,NA,NA,Regular
MC22F67WHNC_CLU#108,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(oh) some (people) cannot go-up-high,"Oh, he can't be up high.",1760,Neg/declarative,Single,Present,other,"Nod, HS ",Present,NA,NA,"some, can't",Single,"INDECIPHERABLE, SOME, CAN-NOT , TALL02",NA,NA,Irregular
MC22F67WHNC_CLU#109,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(it's) not suitable (for him),It's unsuitable for him because it's too high. ,1210,Neg/response,Single,Present,other,Nod,Absent,NA,NA,"not, suitable",Single,"NOT, AGREE",AGREE,NA,Regular
MC22F67WHNC_CLU#111,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(we) finished not-yet?,Have we finished yet?,960,Neg/interrogative,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,NA,NA,"finish, yet",Absent,"FINISH, NOT-YET",NA,NA,Irregular
